gid,barrio,plaza,nro_piq,calle,altura,artefacto,lampara,potencia,soporte,columna,tulipa,portaeq,lng,lat
126568,GALVAN,,,,,,LED,,JIRAFA,,,,-588.519.723.247.734.000,-27.488.235.868.513.500
126569,GALVAN,,,,,,LED,,JIRAFA DOBLE,,,,-588.519.196.864.215.000,-274.882.535.543.292.000
126570,GALVAN,,,,,,LED,,JIRAFA,,,,-588.519.420.661.030.000,-274.881.579.168.140.000
126571,GALVAN,,,,,,LED,,JIRAFA,,,,-588.519.591.651.855.000,-274.881.848.227.232.000
126572,GALVAN,,,,,,LED,,JIRAFA,,,,-588.519.947.044.549.000,-27.488.109.720.870.800
126573,GALVAN,,,,,,LED,,JIRAFA,,,,-588.520.857.319.234.000,-274.881.634.488.701.000
127149,,,,SANTA FE,,,LED,,JIRAFA,,,,-58.826.794.009.655.500,-274.702.140.223.315.000
127150,,,,SANTA FE,,,LED,,JIRAFA,,,,-588.268.110.249.190.000,-274.704.470.392.396.000
159107,SAN GERONIMO,,145,DOMINGO LASTRA,710,PHILIPS,LED,76,R8 BRAZO CORTO,,,,-587.883.906.438.944.000,-274.671.017.205.607.000
19989,NIÑO JESUS,,514,AV. INDEPENDENCIA,4195,STRANT250,LED,250,JIRAFA DOBLE,ACERO,SI,SI,-588.007.183.254.039.000,-274.809.336.784.474.000
19992,NIÑO JESUS,,517,AV. INDEPENDENCIA,4205,STRANT250,LED,250,JIRAFA DOBLE,ACERO,SI,SI,-588.003.203.159.965.000,-274.809.657.784.308.000
19993,NIÑO JESUS,,518,AV. INDEPENDENCIA,4205,STRANT250,LED,250,JIRAFA DOBLE,ACERO,SI,SI,-588.003.409.918.066.000,-274.810.437.354.750.000
19996,NIÑO JESUS,,521,AV. INDEPENDENCIA,4251,STRANT250,LED,250,JIRAFA DOBLE,ACERO,SI,SI,-587.998.912.928.626.000,-274.810.964.710.968.000
19997,NIÑO JESUS,,522,AV. INDEPENDENCIA,4251,STRANT250,LED,250,JIRAFA DOBLE,ACERO,SI,SI,-58.799.906.799.727.000,-274.811.652.566.462.000
14465,JARDIN,,1432,LAS VIOLETAS,302,MERIZA 56,LED,150,BRAZO,PM,SI,NO,-587.780.431.908.622.000,-274.538.708.127.445.000
20000,NIÑO JESUS,,525,AV. INDEPENDENCIA,4295,STRANT250,LED,250,JIRAFA DOBLE,ACERO,SI,SI,-587.994.596.852.620.000,-274.812.179.922.040.000
20001,NIÑO JESUS,,526,AV. INDEPENDENCIA,4295,STRANT250,LED,250,JIRAFA DOBLE,ACERO,SI,SI,-587.994.751.921.220.000,-274.812.959.490.745.000
20004,NIÑO JESUS,,529,AV. INDEPENDENCIA,4309,STRANT250,LED,250,JIRAFA DOBLE,ACERO,SI,SI,-587.991.417.946.295.000,-274.813.119.990.084.000
20005,NIÑO JESUS,,530,AV. INDEPENDENCIA,4309,STRANT250,LED,250,JIRAFA DOBLE,ACERO,SI,SI,-587.991.624.704.379.000,-274.813.761.987.321.000
20008,NIÑO JESUS,,533,AV. INDEPENDENCIA,4391,STRANT250,LED,250,JIRAFA DOBLE,ACERO,SI,SI,-587.985.835.476.567.000,-274.814.770.839.395.000
20009,NIÑO JESUS,,534,AV. INDEPENDENCIA,4391,STRANT250,LED,250,JIRAFA DOBLE,ACERO,SI,SI,-587.986.068.079.488.000,-274.815.435.764.122.000
20012,SAN JOSE,,537,AV. INDEPENDENCIA,4405,STRANT250,LED,250,JIRAFA DOBLE,ACERO,SI,SI,-587.981.493.555.737.000,-274.816.031.903.107.000
20013,SAN JOSE,,538,AV. INDEPENDENCIA,4405,STRANT250,LED,250,JIRAFA DOBLE,ACERO,SI,SI,-587.981.752.003.419.000,-274.816.719.755.495.000
14470,ARAZATI,,4,AV. COSTANERA GRAL. SAN MARTIN,,,LED,,,ACERO,SIN ESPECIFICAR,SIN ESPECIFICAR,-588.541.573.474.822.000,-274.814.572.951.802.000
14506,ARAZATI,,7,AV. COSTANERA GRAL. SAN MARTIN,,,LED,,,ACERO,SIN ESPECIFICAR,SIN ESPECIFICAR,-58.854.286.737.652.500,-274.814.998.099.138.000
14458,JARDIN,,180,LAS VIOLETAS,530,AL400,LED,150,JIRAFA,ACERO,NO,SI,-587.775.482.591.223.000,-274.551.493.495.462.000
14459,JARDIN,,179,LAS VIOLETAS,502,AL400,LED,150,JIRAFA,ACERO,NO,NO,-587.774.415.366.885.000,-274.554.333.458.997.000
14460,JARDIN,,178,LAS VIOLETAS,482,AL400,LED,150,JIRAFA,ACERO,NO,NO,-587.773.422.939.022.000,-274.558.054.838.097.000
14461,JARDIN,,177,LAS VIOLETAS,456,AL400,LED,150,JIRAFA,ACERO,NO,NO,-587.771.525.965.360.000,-274.561.931.977.894.000
14462,JARDIN,,1435,LAS VIOLETAS,410,AL400,LED,150,JIRAFA,ACERO,NO,SI,-587.770.370.278.088.000,-274.564.963.683.039.000
14463,JARDIN,,1434,LAS VIOLETAS,390,AL400,LED,150,JIRAFA,ACERO,SI,SI,-587.769.300.052.423.000,-274.568.073.146.345.000
14464,JARDIN,,1433,LAS VIOLETAS,352,AL400,LED,150,JIRAFA,ACERO,NO,NO,-587.767.925.582.211.000,-274.571.372.458.804.000
14466,JARDIN,,1431,LAS VIOLETAS,245,AL400,LED,150,JIRAFA,ACERO,NO,NO,-587.764.385.721.289.000,-274.579.234.777.141.000
14845,PIRAYUI,,30,S/N,,Sin Dato,LED,150,PESCANTE,PM,NO,NO,-587.888.238.240.261.000,-275.031.915.743.169.000
20016,SAN JOSE,,541,AV. INDEPENDENCIA,4431,STRANT250,LED,250,JIRAFA DOBLE,ACERO,SI,SI,-587.976.531.360.547.000,-27.481.745.346.422.800
20017,SAN JOSE,,542,AV. INDEPENDENCIA,4431,STRANT250,LED,250,JIRAFA DOBLE,ACERO,SI,SI,-587.976.738.118.646.000,-27.481.818.717.242.600
20020,SAN JOSE,,545,AV. INDEPENDENCIA,4471,STRANT250,LED,250,JIRAFA DOBLE,ACERO,SI,SI,-587.972.241.129.210.000,-274.818.691.596.545.000
20021,SAN JOSE,,546,AV. INDEPENDENCIA,4471,STRANT250,LED,250,JIRAFA DOBLE,ACERO,SI,SI,-587.972.422.042.605.000,-274.819.425.303.866.000
20024,SAN JOSE,,549,AV. INDEPENDENCIA,4495,STRANT250,LED,250,JIRAFA DOBLE,ACERO,SI,SI,-587.968.209.345.551.000,-274.819.860.942.428.000
20025,SAN JOSE,,550,AV. INDEPENDENCIA,4495,STRANT250,LED,250,JIRAFA DOBLE,ACERO,SI,SI,-587.968.416.103.683.000,-274.820.617.577.356.000
20028,SAN JOSE,,553,AV. INDEPENDENCIA,4531,STRANT250,LED,250,JIRAFA DOBLE,ACERO,SI,SI,-587.963.893.269.475.000,-274.821.053.215.405.000
20029,SAN JOSE,,554,AV. INDEPENDENCIA,4531,STRANT250,LED,250,JIRAFA DOBLE,ACERO,SI,SI,-587.964.125.872.361.000,-274.821.786.921.268.000
20032,SAN JOSE,,557,AV. INDEPENDENCIA,4585,STRANT250,LED,250,JIRAFA DOBLE,ACERO,SI,SI,-5.879.591.378.323.950,-274.822.428.913.396.000
20033,SAN JOSE,,558,AV. INDEPENDENCIA,4585,STRANT250,LED,250,JIRAFA DOBLE,ACERO,SI,SI,-587.959.344.590.479.000,-274.823.185.546.534.000
20036,SAN JOSE,,561,AV. INDEPENDENCIA,4609,STRANT250,LED,250,JIRAFA DOBLE,ACERO,SI,SI,-5.879.546.925.325.170,-274.823.758.753.161.000
20038,SAN JOSE,,562,AV. INDEPENDENCIA,4609,STRANT250,LED,250,JIRAFA DOBLE,ACERO,SI,SI,-587.954.925.135.376.000,-274.824.561.241.891.000
20041,SAN JOSE,,565,AV. INDEPENDENCIA,4671,STRANT250,LED,250,JIRAFA DOBLE,ACERO,SI,SI,-587.950.040.474.406.000,-274.825.111.519.517.000
15310,REPUBLICA DE VENEZUELA,,120,BICENTENARIO DE LA PATRIA,2402,Sin Dato,LED,250,JIRAFA,ACERO,NO,SI,-587.997.232.719.538.000,-274.901.178.542.434.000
23917,APIPE,,8121,EVA PERON,,,LED,,,,,,-587.789.016.844.933.000,-274.608.188.131.851.000
15286,REPUBLICA DE VENEZUELA,,69,S/N,,NO INFORMADO,LED,,FAROLA,ACERO,SIN ESPECIFICAR,SIN ESPECIFICAR,-588.018.889.247.129.000,-274.908.524.634.859.000
15291,REPUBLICA DE VENEZUELA,,86,S/N,,AL400,LED,250,JIRAFA,ACERO,NO,NO,-588.005.669.949.404.000,-274.911.087.962.608.000
15292,REPUBLICA DE VENEZUELA,,75,S/N,,AL400,LED,250,JIRAFA,ACERO,NO,SIN ESPECIFICAR,-588.009.345.145.502.000,-274.905.589.357.445.000
14587,COLLANTES,,162,LAS VIOLETAS,648,PANTALLA,LED,150,BRAZO,H°A°,NO,NO,-587.750.326.646.858.000,-27.462.108.101.495.500
14588,COLLANTES,,160,LAS VIOLETAS,683,AL400,LED,150,JIRAFA,ACERO,SI,SI,-587.748.766.628.940.000,-274.626.057.819.668.000
15285,REPUBLICA DE VENEZUELA,,5,S/N,,MERIZA 56,LED,150,BRAZO,ACERO,SI,SIN ESPECIFICAR,-588.009.040.116.198.000,-274.900.391.434.739.000
15287,REPUBLICA DE VENEZUELA,,4,S/N,,MERIZA 56,LED,45,BRAZO,ACERO,SI,SIN ESPECIFICAR,-588.008.602.584.447.000,-274.902.248.875.366.000
127120,LA ROSADA,,,,,,LED,,,,,,-588.300.281.398.997.000,-274.649.559.850.190.000
127121,LA ROSADA,,,,,,LED,,,,,,-588.302.430.082.992.000,-274.649.143.195.843.000
127122,LA ROSADA,,,,,,LED,,,,,,-588.304.806.169.361.000,-274.648.728.448.013.000
127123,LA ROSADA,,,,,,LED,,,,,,-588.307.699.893.660.000,-274.648.520.905.146.000
20042,SAN JOSE,,566,AV. INDEPENDENCIA,4671,STRANT250,LED,250,JIRAFA DOBLE,ACERO,SI,SI,-587.950.273.077.309.000,-274.825.845.222.678.000
20045,SAN JOSE,,569,AV. INDEPENDENCIA,4705,STRANT250,LED,250,JIRAFA DOBLE,ACERO,SI,SI,-587.945.491.795.410.000,-274.826.395.499.681.000
20046,SAN JOSE,,570,AV. INDEPENDENCIA,4705,STRANT250,LED,250,JIRAFA DOBLE,ACERO,SI,SI,-58.794.572.439.832.200,-274.827.197.986.529.000
20049,SAN JOSE,,573,AV. INDEPENDENCIA,4781,STRANT250,LED,250,JIRAFA DOBLE,ACERO,SI,SI,-58.794.016.777.349.800,-274.827.954.616.377.000
20050,SAN JOSE,,574,AV. INDEPENDENCIA,4781,STRANT250,LED,250,JIRAFA DOBLE,ACERO,SI,SI,-587.940.400.376.405.000,-274.828.780.030.176.000
20053,17 DE agosto,,577,AV. INDEPENDENCIA,4808,STRANT250,LED,250,JIRAFA DOBLE,ACERO,SI,SI,-587.936.239.368.939.000,-274.829.123.952.477.000
20054,17 DE agosto,,578,AV. INDEPENDENCIA,4808,STRANT250,LED,250,JIRAFA DOBLE,ACERO,SI,SI,-587.936.420.282.313.000,-274.829.903.509.134.000
20057,17 DE agosto,,581,AV. INDEPENDENCIA,4850,STRANT250,LED,250,JIRAFA DOBLE,ACERO,SI,SI,-587.931.535.621.319.000,-27.483.047.671.227.700
20058,17 DE agosto,,582,AV. INDEPENDENCIA,4850,STRANT250,LED,250,JIRAFA DOBLE,ACERO,SI,SI,-587.931.716.534.656.000,-274.831.210.411.821.000
20061,17 DE agosto,,585,AV. INDEPENDENCIA,4898,STRANT250,LED,250,JIRAFA DOBLE,ACERO,SI,SI,-587.926.418.357.526.000,-274.831.921.182.799.000
20062,17 DE agosto,,586,AV. INDEPENDENCIA,4898,STRANT250,LED,250,JIRAFA DOBLE,ACERO,SI,SI,-58.792.662.511.564.100,-274.832.723.665.575.000
15316,REPUBLICA DE VENEZUELA,,114,LARREA,4499,Sin Dato,LED,130,PESCANTE,ACERO,SI,NO,-58.799.696.657.286.400,-274.913.504.252.173.000
15317,REPUBLICA DE VENEZUELA,,113,LARREA,4475,AL400,LED,130,PESCANTE,ACERO,SI,SI,-587.999.393.335.408.000,-274.913.610.931.323.000
1008,SOL DE MAYO,,361,,,,SIN ESPECIFICAR,,,SIN DATO,SIN ESPECIFICAR,SIN ESPECIFICAR,-588.008.029.851.997.000,-274.649.215.209.999.000
157368,LOMAS DEL MIRADOR,,2,MURCIA,650,PHILIPS,LED,76,R8 CON BRAZO CORTO,,,,-58.786.367.923.021.000,-27.453.257.463.455.500
15335,REPUBLICA DE VENEZUELA,,14,S/N,,MERIZA 56,LED,150,BRAZO,ACERO,NO,SIN ESPECIFICAR,-588.002.712.843.183.000,-274.893.223.154.988.000
15336,REPUBLICA DE VENEZUELA,,13,S/N,,MERIZA 56,LED,150,BRAZO,ACERO,NO,SIN ESPECIFICAR,-588.004.705.914.536.000,-274.892.452.244.842.000
15337,REPUBLICA DE VENEZUELA,,12,S/N,,MERIZA 56,LED,150,BRAZO,ACERO,NO,SIN ESPECIFICAR,-588.006.306.471.897.000,-274.891.807.144.254.000
15338,REPUBLICA DE VENEZUELA,,11,S/N,,MERIZA 56,LED,150,BRAZO,ACERO,NO,SIN ESPECIFICAR,-588.009.724.970.714.000,-274.890.162.673.646.000
15339,REPUBLICA DE VENEZUELA,,10,S/N,,MERIZA 56,LED,150,BRAZO,ACERO,NO,SIN ESPECIFICAR,-588.010.939.623.373.000,-274.889.379.437.743.000
15340,REPUBLICA DE VENEZUELA,,9,S/N,,MERIZA 56,LED,150,BRAZO,ACERO,NO,SIN ESPECIFICAR,-588.013.544.670.677.000,-274.888.205.256.490.000
15341,REPUBLICA DE VENEZUELA,,8,S/N,,MERIZA 56,LED,150,BRAZO,ACERO,NO,SIN ESPECIFICAR,-588.015.414.943.237.000,-274.887.345.454.331.000
15342,REPUBLICA DE VENEZUELA,,7,S/N,,MERIZA 56,LED,150,BRAZO,ACERO,NO,SIN ESPECIFICAR,-588.016.952.695.511.000,-27.488.695.915.821.300
15344,REPUBLICA DE VENEZUELA,,16,S/N,,MERIZA 56,LED,150,BRAZO,ACERO,NO,SIN ESPECIFICAR,-588.017.503.803.460.000,-274.888.577.420.393.000
147628,BERON DE ASTRADA,,2,LAVALLE,1600,PHILIPS,LED,76,PESCANTE,,,,-588.310.692.329.325.000,-274.776.672.171.209.000
20065,17 DE agosto,,589,AV. INDEPENDENCIA,4902,STRANT250,LED,250,JIRAFA DOBLE,ACERO,SI,SI,-58.792.280.009.016.200,-274.832.609.025.171.000
20066,17 DE agosto,,590,AV. INDEPENDENCIA,4902,STRANT250,LED,250,JIRAFA DOBLE,ACERO,SI,SI,-587.923.110.227.285.000,-274.833.617.860.015.000
20069,17 DE agosto,,593,AV. INDEPENDENCIA,4950,STRANT250,LED,250,JIRAFA DOBLE,ACERO,SI,SI,-587.918.535.703.547.000,-274.833.824.212.384.000
20073,17 DE agosto,,597,AV. INDEPENDENCIA,4998,STRANT250,LED,250,JIRAFA DOBLE,ACERO,SI,SI,-587.913.470.129.248.000,-274.835.085.254.361.000
20074,17 DE agosto,,598,AV. INDEPENDENCIA,4998,STRANT250,LED,250,JIRAFA DOBLE,ACERO,SI,SI,-587.913.780.266.510.000,-274.836.185.798.900.000
20077,17 DE agosto,,601,AV. INDEPENDENCIA,5002,STRANT250,LED,250,JIRAFA DOBLE,ACERO,SI,SI,-587.909.541.724.685.000,-274.835.841.878.837.000
20078,17 DE agosto,,602,AV. INDEPENDENCIA,5002,STRANT250,LED,250,JIRAFA DOBLE,ACERO,SI,SI,-587.909.696.793.284.000,-274.836.827.782.704.000
20081,17 DE agosto,,605,AV. INDEPENDENCIA,5050,STRANT250,LED,250,JIRAFA DOBLE,ACERO,SI,SI,-587.904.915.511.458.000,-274.836.598.502.765.000
20082,17 DE agosto,,606,AV. INDEPENDENCIA,5050,STRANT250,LED,250,JIRAFA DOBLE,ACERO,SI,SI,-587.905.148.114.339.000,-274.837.584.405.946.000
20085,17 DE agosto,,609,AV. INDEPENDENCIA,5098,STRANT250,LED,250,JIRAFA DOBLE,ACERO,SI,SI,-587.898.790.301.713.000,-274.837.515.622.039.000
20086,17 DE agosto,,610,AV. INDEPENDENCIA,5098,STRANT250,LED,250,JIRAFA DOBLE,ACERO,SI,SI,-587.898.945.370.305.000,-274.838.478.596.393.000
20089,17 DE agosto,,613,AV. INDEPENDENCIA,5102,STRANT250,LED,250,JIRAFA DOBLE,ACERO,SI,SI,-587.895.094.499.961.000,-274.837.813.685.603.000
20090,17 DE agosto,,614,AV. INDEPENDENCIA,5102,STRANT250,LED,250,JIRAFA DOBLE,ACERO,SI,SI,-587.895.172.034.285.000,-274.838.845.443.571.000
20093,17 DE agosto,,617,AV. INDEPENDENCIA,5150,STRANT250,LED,250,JIRAFA DOBLE,ACERO,SI,SI,-587.889.925.546.663.000,-274.838.180.533.048.000
151192,JUAN XXIII,,1483,PJE. LAS FLORES,3300,PHILIPS,LED,76,R8 CON BRAZO CORTO,,,,-588.398.779.928.682.000,-274.951.182.941.665.000
20094,17 DE agosto,,618,AV. INDEPENDENCIA,5150,STRANT250,LED,250,JIRAFA DOBLE,ACERO,SI,SI,-587.890.054.770.467.000,-274.839.097.650.966.000
20097,17 DE agosto,,621,AV. INDEPENDENCIA,5198,STRANT250,LED,250,JIRAFA DOBLE,ACERO,SI,SI,-587.884.317.232.175.000,-274.838.593.236.178.000
127124,LA ROSADA,,,,,,LED,,,,,,-588.310.595.451.427.000,-274.648.139.489.364.000
23918,APIPE,,8122,EVA PERON,,,LED,,,,,,-587.786.069.850.302.000,-274.607.883.270.337.000
15382,REPUBLICA DE VENEZUELA,,59,S/N,,MERIZA 56,LED,150,BRAZO,ACERO,SI,SIN ESPECIFICAR,-588.018.729.367.533.000,-274.903.051.605.267.000
15347,REPUBLICA DE VENEZUELA,,19,S/N,,AL400,LED,150,JIRAFA,ACERO,SI,NO,-588.008.039.917.231.000,-274.890.930.635.566.000
15349,REPUBLICA DE VENEZUELA,,20,S/N,,MERIZA 56,LED,150,BRAZO,ACERO,NO,SIN ESPECIFICAR,-588.009.431.865.483.000,-274.892.157.063.602.000
15351,REPUBLICA DE VENEZUELA,,27,S/N,,MERIZA 56,LED,150,BRAZO,ACERO,SI,SIN ESPECIFICAR,-588.015.434.718.291.000,-274.892.648.512.135.000
15352,REPUBLICA DE VENEZUELA,,26,S/N,,MERIZA 56,LED,150,BRAZO,ACERO,NO,SIN ESPECIFICAR,-58.801.761.036.732.400,-274.891.467.301.698.000
127114,LA ROSADA,,,,,,LED,,,,,,-5.882.815.199.630.910,-274.650.996.013.040.000
15385,REPUBLICA DE VENEZUELA,,56,S/N,,NO INFORMADO,LED,,SIN SOPORTE,ACERO,SIN ESPECIFICAR,SIN ESPECIFICAR,-588.024.059.236.972.000,-27.490.055.707.126.400
22099,SANTA MARGARITA,,695,AV. MAIPU,,STRANT250,NA (SODIO),250,JIRAFA,ACERO,SIN ESPECIFICAR,SIN ESPECIFICAR,-587.657.018.045.026.000,-275.296.010.376.633.000
20098,17 DE agosto,,622,AV. INDEPENDENCIA,5198,STRANT250,LED,250,JIRAFA DOBLE,ACERO,SI,SI,-587.884.420.611.313.000,-274.839.510.353.762.000
20101,17 DE agosto,,625,AV. INDEPENDENCIA,5202,STRANT250,LED,250,JIRAFA DOBLE,ACERO,SI,SI,-587.880.750.654.390.000,-27.483.884.544.358.500
20102,17 DE agosto,,626,AV. INDEPENDENCIA,5202,STRANT250,LED,250,JIRAFA DOBLE,ACERO,SI,SI,-587.880.854.033.456.000,-274.839.808.416.777.000
20105,17 DE agosto,,629,AV. INDEPENDENCIA,5250,STRANT250,LED,250,JIRAFA DOBLE,ACERO,SI,SI,-587.875.762.614.365.000,-274.839.212.290.660.000
20106,17 DE agosto,,630,AV. INDEPENDENCIA,5250,STRANT250,LED,250,JIRAFA DOBLE,ACERO,SI,SI,-587.875.840.148.679.000,-274.840.083.551.852.000
20109,17 DE agosto,,633,AV. INDEPENDENCIA,5298,STRANT250,LED,250,JIRAFA DOBLE,ACERO,SI,SI,-587.869.844.162.777.000,-274.839.602.065.508.000
20110,17 DE agosto,,634,AV. INDEPENDENCIA,5298,STRANT250,LED,250,JIRAFA DOBLE,ACERO,SI,SI,-587.869.947.541.790.000,-274.840.542.110.087.000
20113,17 DE agosto,,637,AV. INDEPENDENCIA,5310,STRANT250,LED,250,JIRAFA DOBLE,ACERO,SI,SI,-587.864.830.277.944.000,-274.839.991.840.188.000
20114,17 DE agosto,,638,AV. INDEPENDENCIA,5310,STRANT250,LED,250,JIRAFA DOBLE,ACERO,SI,SI,-587.864.881.967.450.000,-274.840.863.100.762.000
20130,17 DE agosto,,654,AV. INDEPENDENCIA,5420,STRANT250,LED,250,JIRAFA DOBLE,ACERO,SI,SI,-587.846.713.096.378.000,-274.842.032.423.208.000
20133,17 DE agosto,,657,AV. INDEPENDENCIA,5440,STRANT250,LED,250,JIRAFA DOBLE,ACERO,SI,SI,-587.841.621.677.278.000,-274.841.459.226.132.000
20134,17 DE agosto,,658,AV. INDEPENDENCIA,5440,STRANT250,LED,250,JIRAFA DOBLE,ACERO,SI,SI,-587.841.673.366.766.000,-274.842.238.774.023.000
127199,LA CRUZ,,,LA RIOJA,,,LED,,JIRAFA,,,,-588.388.030.137.865.000,-274.751.269.910.564.000
127200,LA CRUZ,,,LA RIOJA,,,LED,,JIRAFA,,,,-588.387.930.393.217.000,-274.749.310.221.603.000
127201,LA CRUZ,,,LA RIOJA,,,LED,,JIRAFA,,,,-58.838.729.001.581.500,-27.474.343.031.652.800
151194,JUAN XXIII,,1485,PJE. LAS FLORES,3300,PHILIPS,LED,76,R8 CON BRAZO CORTO,,,,-588.399.745.523.927.000,-274.948.173.823.708.000
147630,BERON DE ASTRADA,,4,LAVALLE,1600,PHILIPS,LED,76,PESCANTE,,,,-588.308.019.049.218.000,-27.477.685.570.737.500
151218,JUAN XXIII,,1509,POTOSI,3400,PHILIPS,LED,76,R8 CON BRAZO CORTO,,,,-58.838.933.998.627.600,-274.952.448.554.133.000
147704,VICTOR COLAS,,197,ANTONIO MARIÑO,500,PHILIPS,LED,130,PRFV CON BRAZO CORTO,,,,-587.830.603.264.187.000,-274.639.099.021.905.000
154608,INDEPENDENCIA,,1062,MARIANO ANDINO IGARZABAL,4100,PHILIPS,LED,76,PESCANTE,,,,-588.313.700.258.729.000,-275.041.916.280.758.000
15417,REPUBLICA DE VENEZUELA,,129,LAS PIEDRAS,,AL400,LED,130,PESCANTE,ACERO,NO,NO,-588.031.174.471.358.000,-274.908.996.892.301.000
127192,SAN BENITO,,,LAVALLE,,,LED,,JIRAFA,,,,-588.481.859.676.538.000,-274.756.249.599.239.000
127193,SAN BENITO,,,LAVALLE,,,LED,,JIRAFA,,,,-58.847.929.984.330.900,-274.756.770.115.425.000
127194,SAN BENITO,,,LAVALLE,,,LED,,JIRAFA,,,,-588.476.689.718.662.000,-274.756.790.231.993.000
127195,SAN BENITO,,,LAVALLE,,,LED,,JIRAFA,,,,-58.847.471.997.141.600,-274.756.969.604.721.000
154621,INDEPENDENCIA,,1075,PROF. FLORENCIO GODOY CRUZ,2100,PHILIPS,LED,76,R8,,,,-588.264.428.079.126.000,-275.052.252.507.106.000
127196,SAN BENITO,,,LAVALLE,,,LED,,JIRAFA,,,,-588.472.433.289.997.000,-274.757.191.063.730.000
125028,LA ROSADA,,,,,,LED,,,,,,-588.316.133.876.815.000,-274.664.614.417.744.000
154561,PIO X,,27,MAGALLANES,1150,PHILIPS,LED,76,R8,,,,-588.386.388.123.031.000,-27.492.463.214.813.600
15910,17 DE agosto,,28,LAVALLE,,Sin Dato,LED,150,JIRAFA,ACERO,SI,SI,-587.821.661.450.358.000,-274.863.439.195.234.000
127282,SUR,,,LAMADRID,,,LED,,JIRAFA,,,,-588.360.209.763.048.000,-274.819.989.781.906.000
127283,SUR,,,LAMADRID,,,LED,,JIRAFA,,,,-588.368.610.106.407.000,-27.481.885.990.135.900
127284,SUR,,,LAMADRID,,,LED,,JIRAFA,,,,-58.836.589.017.882.800,-274.819.159.973.493.000
154609,INDEPENDENCIA,,1063,PROF. FLORENCIO GODOY CRUZ,1700,PHILIPS,LED,76,R8,,,,-58.831.360.638.141.400,-275.046.007.331.300.000
151195,JUAN XXIII,,1486,PJE. LAS FLORES,3400,PHILIPS,LED,76,R8 CON BRAZO CORTO,,,,-588.400.230.839.871.000,-274.960.509.189.000.000
154562,PIO X,,28,MAGALLANES,1150,PHILIPS,LED,76,R8,,,,-588.388.024.270.532.000,-274.924.406.113.536.000
147705,VICTOR COLAS,,198,ANTONIO MARIÑO,500,PHILIPS,LED,130,PRFV CON BRAZO CORTO,,,,-587.831.293.869.146.000,-27.463.707.696.459.100
151219,JUAN XXIII,,1510,POTOSI,3400,PHILIPS,LED,76,R8 CON BRAZO CORTO,,,,-588.388.441.432.922.000,-27.494.653.322.432.100
157323,PARQUE BALNEARIO MOLINA PUNTA,,13,PUNTA VIDAL,1600,PHILIPS,LED,76,R8 CON BRAZO CORTO,,,,-587.805.743.515.488.000,-274.407.762.080.879.000
154623,INDEPENDENCIA,,1077,JORGE BENCHETRIT MEDINA,2100,PHILIPS,LED,76,R8,,,,-588.264.079.391.954.000,-275.057.546.990.382.000
157367,LOMAS DEL MIRADOR,,1,MURCIA,650,PHILIPS,LED,76,R8 CON BRAZO CORTO,,,,-587.864.175.438.878.000,-274.534.907.690.222.000
154635,INDEPENDENCIA,,1089,FRANCESCO NICOLAS RUIZ MANSILLA,3700,PHILIPS,LED,76,R8,,,,-588.269.618.153.569.000,-274.996.069.900.864.000
157378,LOMAS DEL MIRADOR,,12,MURCIA,300,PHILIPS,LED,76,R8 CON BRAZO CORTO,,,,-587.869.164.347.646.000,-274.562.837.222.819.000
159109,SAN GERONIMO,,147,DOMINGO LASTRA,700,PHILIPS,LED,76,R8 BRAZO CORTO,,,,-587.883.192.300.794.000,-274.666.514.718.161.000
127251,DEPORTES,,,9 DE julio,,,LED,,JIRAFA,,,,-588.382.989.598.868.000,-274.663.487.882.351.000
127252,DEPORTES,,,9 DE julio,,,LED,,JIRAFA,,,,-588.380.789.349.190.000,-274.663.678.151.549.000
127253,DEPORTES,,,9 DE julio,,,LED,,JIRAFA,,,,-588.378.269.748.989.000,-274.663.467.765.776.000
127254,DEPORTES,,,9 DE julio,,,LED,,JIRAFA,,,,-588.375.749.310.596.000,-274.663.707.488.202.000
127255,DEPORTES,,,9 DE julio,,,LED,,JIRAFA,,,,-588.372.759.485.606.000,-274.663.837.407.696.000
127146,,,,SANTA FE,,,LED,,JIRAFA,,,,-588.262.879.941.611.000,-274.656.810.052.773.000
15918,17 DE agosto,,23,LAVALLE,,AL400,LED,150,JIRAFA,ACERO,SI,SI,-5.878.422.401.063.560,-274.860.335.931.447.000
15911,17 DE agosto,,27,LAVALLE,,Sin Dato,LED,150,JIRAFA,ACERO,SI,SI,-587.825.131.466.181.000,-274.862.905.142.432.000
127147,,,,SANTA FE,,,LED,,JIRAFA,,,,-588.273.089.937.864.000,-274.752.150.010.397.000
127148,,,,SANTA FE,,,LED,,JIRAFA,,,,-588.273.170.404.134.000,-274.753.959.663.292.000
127174,,,,SANTA FE,,,LED,,JIRAFA,,,,-588.265.319.913.624.000,-274.678.140.319.963.000
127175,,,,SANTA FE,,,LED,,JIRAFA,,,,-588.265.439.774.839.000,-27.468.050.988.399.000
127176,,,,SANTA FE,,,LED,,JIRAFA,,,,-588.261.099.625.377.000,-274.643.170.181.741.000
127177,,,,SANTA FE,,,LED,,JIRAFA,,,,-588.261.389.639.227.000,-274.645.109.754.135.000
157321,PARQUE BALNEARIO MOLINA PUNTA,,11,PUNTA VIDAL,1600,PHILIPS,LED,76,R8 CON BRAZO CORTO,,,,-587.804.938.852.784.000,-274.410.012.067.774.000
